centroid_75,nlength,Description,Preferred_name,6_gene_present,9_gene_present,eggnog_og,gene_clust,amr_hit,cog_category,6_clust_frac,9_clust_frac
GUT_GENOME187954_01448,731.5195212311199,1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase,hisA,True,True,"COG0106@2|Bacteria,COG0106@1|root,1RN3M@1236|Gammaproteobacteria,1MW6S@1224|Proteobacteria,3XNGK@561|Escherichia",,,E,,
GUT_GENOME187954_01579,438.54394518381866,"The phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS), a major carbohydrate active transport system, catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. The enzyme II CmtAB PTS system is involved in D-mannitol transport",cmtB,False,True,"1RKSR@1224|Proteobacteria,COG1762@1|root,3XPPH@561|Escherichia,1S6J2@1236|Gammaproteobacteria,COG1762@2|Bacteria",,,"G,T",,
GUT_GENOME187954_02555,838.8419470385059,cellular response to cell envelope stress,yfiN,True,True,"1MXY1@1224|Proteobacteria,3XMQ6@561|Escherichia,1RXYD@1236|Gammaproteobacteria,COG2199@2|Bacteria,COG2199@1|root",,,T,,
GUT_GENOME187960_02600,847.837339625424,Outer membrane protein G,ompG,True,False,"2Z9QU@2|Bacteria,28K0Z@1|root,1RUMF@1236|Gammaproteobacteria,1R636@1224|Proteobacteria,3XQPG@561|Escherichia",1887.0,,M,0.7142857142857143,0.0
GUT_GENOME187960_02642,1677.1753110582972,Catalyzes the oxidation of D-lactate to pyruvate,dld,True,True,"1MVG7@1224|Proteobacteria,1RN5V@1236|Gammaproteobacteria,COG0277@2|Bacteria,3XNSW@561|Escherichia,COG0277@1|root",,,C,,
GUT_GENOME187969_02561,413.7835570469799,Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine,msrA,True,True,"COG0229@1|root,COG0229@2|Bacteria,3XM35@561|Escherichia,1RGWC@1224|Proteobacteria,1S5WI@1236|Gammaproteobacteria",2675.0,,O,1.0,1.0
GUT_GENOME187969_03700,3250.870435488234,RNA secondary structure unwinding,lhr,True,True,"1RSNV@1236|Gammaproteobacteria,COG1201@1|root,COG1201@2|Bacteria,1MUSW@1224|Proteobacteria,3XQ5E@561|Escherichia",2693.0,,L,0.9010989010989011,0.9010989010989011
GUT_GENOME188181_01095,2740.0388902650484,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,gcvP,True,True,"1RND3@1236|Gammaproteobacteria,1MUDP@1224|Proteobacteria,COG0403@1|root,COG1003@2|Bacteria,COG0403@2|Bacteria,COG1003@1|root,3XM76@561|Escherichia",,,E,,
GUT_GENOME188181_02560,1300.3570913027788,Component of the p-aminobenzoyl-glutamate hydrolase multicomponent enzyme system which catalyzes the cleavage of p- aminobenzoyl-glutamate (PABA-GLU) to form p-aminobenzoate (PABA) and glutamate. AbgAB does not degrade dipeptides and the physiological role of abgABT should be clarified,abgB,True,True,"COG1473@2|Bacteria,COG1473@1|root,1RRJI@1236|Gammaproteobacteria,3XRJ1@561|Escherichia,1MUIV@1224|Proteobacteria",2689.0,,"E,R",0.5,0.5
GUT_GENOME188301_00693,1367.1646787225857,Part of the constitutive potassium transport systems TrkG and TrkH. May regulate the transport activity of TrkG and TrkH systems. Binds to NAD( ) and NADH,trkA,True,True,"COG0569@2|Bacteria,1RNVQ@1236|Gammaproteobacteria,1MW8R@1224|Proteobacteria,COG0569@1|root,3XNHZ@561|Escherichia",,,"P,T",,
GUT_GENOME188301_01606,415.3963963963964,Polyketide cyclase / dehydrase and lipid transport,,False,True,"COG3832@2|Bacteria,1REDB@1224|Proteobacteria,1S3Z4@1236|Gammaproteobacteria,COG3832@1|root",1485.0,,I,0.2,0.8666666666666667
GUT_GENOME188301_01723,1340.6428862617204,"DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit. Has an RNA-dependent ATPase activity, which is specific for 23S rRNA, and a 3' to 5' RNA helicase activity that uses the energy of ATP hydrolysis to destabilize and unwind short rRNA duplexes",dbpA,True,True,"COG0513@2|Bacteria,1RQ36@1236|Gammaproteobacteria,1MU49@1224|Proteobacteria,COG0513@1|root,3XNIY@561|Escherichia",,,"F,L",,
GUT_GENOME188301_02040,747.3669724770642,"Part of the ABC transporter complex FliY-YecC-YecS involved in L-cystine transport. The system can probably also transport L-cysteine, and it mediates accumulation of the toxic compounds L-selenaproline (SCA) and L-selenocystine (SeCys). Probably responsible for energy coupling to the transport system",yecC,True,True,"1MU9Q@1224|Proteobacteria,1RMX1@1236|Gammaproteobacteria,COG1126@2|Bacteria,COG1126@1|root,3XMSB@561|Escherichia",,,"E,P",,
GUT_GENOME188349_00297,1276.990710019907,chorismate binding enzyme,,True,True,"COG0147@1|root,COG0147@2|Bacteria,1RZQC@1236|Gammaproteobacteria,1R7ZI@1224|Proteobacteria,41F8H@629|Yersinia",760.0,,"E,H",1.0,0.8181818181818182
GUT_GENOME188349_00360,681.2608695652174,Chaperone involved in the maturation of iron-sulfur cluster-containing proteins. Has a low intrinsic ATPase activity which is markedly stimulated by HscB. Involved in the maturation of IscU,hscA,True,False,"COG0443@1|root,COG0443@2|Bacteria,1MVQI@1224|Proteobacteria,1RN74@1236|Gammaproteobacteria,3XMUN@561|Escherichia",,,O,,
GUT_GENOME188349_00763,745.2720825274017,Oxidoreductase,ygcW,True,True,"1RSA7@1236|Gammaproteobacteria,1MWB6@1224|Proteobacteria,3XM5S@561|Escherichia,COG1028@2|Bacteria,COG1028@1|root",2697.0,,"I,Q",1.0,1.0
GUT_GENOME188349_00832,444.3529193697868,"6,7-dimethyl-8-ribityllumazine",,True,True,COG0054@1|root,,,H,,
GUT_GENOME188349_00858,552.8313792368365,PTS system glucitol sorbitol-specific,srlA,True,True,"COG3730@1|root,COG3730@2|Bacteria,1MXS5@1224|Proteobacteria,1RQTZ@1236|Gammaproteobacteria",,,G,,
GUT_GENOME188362_00295,3929.544547257105,DNA-directed 5'-3' RNA polymerase activity,,True,True,COG0085@1|root,,,K,,
GUT_GENOME188362_01189,655.512293144208,GTPase activity,yjiA,True,True,"1MVZV@1224|Proteobacteria,COG0523@1|root,1RQDY@1236|Gammaproteobacteria,3XNSG@561|Escherichia,COG0523@2|Bacteria",,,R,,
GUT_GENOME188403_01827,709.1739130434783,"5'-nucleotidase, C-terminal domain",,True,False,"1MX03@1224|Proteobacteria,COG0737@2|Bacteria,COG0737@1|root,1RPX3@1236|Gammaproteobacteria,3XQ9E@561|Escherichia",938.0,,"F,V",0.5,0.0
GUT_GENOME191179_01999,1510.8354716981132,probably responsible for the translocation of the substrate across the membrane,malF,True,True,"COG1175@2|Bacteria,1RN6B@1236|Gammaproteobacteria,1MXKR@1224|Proteobacteria,COG1175@1|root,3XP8S@561|Escherichia",,,G,,
GUT_GENOME192367_01348,1417.954809954191,"Dipeptidase with broad substrate specificity. Requires dipeptide substrates with an unblocked N-terminus and the amino group in the alpha or beta position. Non-protein amino acids and proline are not accepted in the C-terminal position, whereas some dipeptide amides and formyl amino acids are hydrolyzed. Also shows cysteinylglycinase activity, which is sufficient for E.coli to utilize cysteinylglycine as a cysteine source",pepD,True,True,"1MUWK@1224|Proteobacteria,COG2195@2|Bacteria,1RP5F@1236|Gammaproteobacteria,COG2195@1|root",,,E,,
GUT_GENOME192367_02734,3237.190711576043,"Catalyzes the transfer of a methyl group from methyl- cobalamin to homocysteine, yielding enzyme-bound cob(I)alamin and methionine. Subsequently, remethylates the cofactor using methyltetrahydrofolate",metH,True,True,"COG1410@1|root,COG1410@2|Bacteria,COG0646@2|Bacteria,COG0646@1|root,1RMYD@1236|Gammaproteobacteria,1MV6G@1224|Proteobacteria,3XM8P@561|Escherichia",,,"E,H",,
GUT_GENOME192493_02265,514.1919967663703,Glycine zipper,yfgH,True,True,"1RFYG@1224|Proteobacteria,COG3133@2|Bacteria,1S4YR@1236|Gammaproteobacteria,COG3133@1|root,3XNPC@561|Escherichia",,,M,,
GUT_GENOME192493_02358,2309.709532149112,ATP-dependent helicase activity,hrpB,True,True,"COG1643@2|Bacteria,1MUEQ@1224|Proteobacteria,1RR1B@1236|Gammaproteobacteria,COG1643@1|root,3XN52@561|Escherichia",,,"J,L",,
GUT_GENOME192493_02900,1582.7398538961038,"Catalyzes the reversible hydration of fumarate to (S)- malate. Functions as an aerobic enzyme in the direction of malate formation as part of the citric acid cycle. Accounts for about 80 of the fumarase activity when the bacteria grow aerobically. To a lesser extent, also displays D-tartrate dehydratase activity in vitro, but is not able to convert (R)-malate, L-tartrate or meso- tartrate. Can also catalyze the isomerization of enol- to keto- oxaloacetate",fumA,True,True,"COG1838@1|root,COG1951@2|Bacteria,COG1951@1|root,COG1838@2|Bacteria,1RN8U@1236|Gammaproteobacteria,1MUV9@1224|Proteobacteria,3XNKC@561|Escherichia",,,C,,
GUT_GENOME192493_02902,1767.9483973932704,The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision,uvrC,True,True,"1RNGV@1236|Gammaproteobacteria,COG0322@2|Bacteria,COG0322@1|root,1MV38@1224|Proteobacteria,3XNGD@561|Escherichia",,,L,,
GUT_GENOME192493_03500,1081.411214953271,Aldose 1-epimerase,JD73_05665,True,False,"3XQC5@561|Escherichia,1N5HJ@1224|Proteobacteria,1S9UC@1236|Gammaproteobacteria,COG2017@2|Bacteria,COG2017@1|root",2342.0,,G,1.0,0.0
GUT_GENOME192959_01413,3010.0901314158195,SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'- 5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity,sbcC,True,True,"1MVTQ@1224|Proteobacteria,1RQFM@1236|Gammaproteobacteria,COG0419@1|root,COG0419@2|Bacteria,3XMMJ@561|Escherichia",,,L,,
GUT_GENOME192959_01755,833.7392079914378,"Binds to the right arm of the replication origin oriC of the chromosome. Rob binding may influence the formation of the nucleoprotein structure, required for oriC function in the initiation of replication",rob,True,True,"1RQMF@1236|Gammaproteobacteria,COG2207@1|root,1MWTF@1224|Proteobacteria,COG2207@2|Bacteria,COG3708@2|Bacteria,COG3708@1|root,3XMHC@561|Escherichia",1967.0,,K,1.0,1.0
GUT_GENOME192959_02378,1402.9248064872834,"DegP acts as a chaperone at low temperatures but switches to a peptidase (heat shock protein) at higher temperatures. Degrades transiently denatured and unfolded or misfolded proteins which accumulate in the periplasm following heat shock or other stress conditions. DegP is efficient with Val-Xaa and Ile-Xaa peptide bonds, suggesting a preference for beta-branched side chain amino acids. Only unfolded proteins devoid of disulfide bonds appear capable of being cleaved, thereby preventing non-specific proteolysis of folded proteins. Its proteolytic activity is essential for the survival of cells at elevated temperatures. It can degrade IciA, Ada, casein, globin and PapA. DegP shares specificity with DegQ. DegP is also involved in the biogenesis of partially folded outer-membrane proteins (OMP)",degP,True,True,"COG0265@1|root,COG0265@2|Bacteria,1MU63@1224|Proteobacteria,1RN9T@1236|Gammaproteobacteria,3XMGW@561|Escherichia",,,O,,
GUT_GENOME192959_03281,1559.529018454132,Periplasmic murein peptide-binding protein,mppA,True,True,"1P91R@1224|Proteobacteria,1RN57@1236|Gammaproteobacteria,COG4166@1|root,COG4166@2|Bacteria,3XN8G@561|Escherichia",,,E,,
GUT_GENOME194672_01716,1062.8439698802615,"Responsible for transport of beta-galactosides into the cell, with the concomitant import of a proton (symport system). Can transport lactose, melibiose, lactulose or the analog methyl- 1-thio-beta,D-galactopyranoside (TMG), but not sucrose or fructose. The substrate specificity is directed toward the galactopyranosyl moiety of the substrate",lacY,True,True,"COG2223@2|Bacteria,1MYS9@1224|Proteobacteria,1RMRW@1236|Gammaproteobacteria,COG2223@1|root,3XN78@561|Escherichia",,,P,,
GUT_GENOME194672_03916,373.40535222353407,cellular response to DNA damage stimulus,ycfL,True,True,"1RED7@1224|Proteobacteria,3XPR8@561|Escherichia,COG5633@2|Bacteria,COG5633@1|root,1S4SB@1236|Gammaproteobacteria",,,,,
GUT_GENOME194844_00310,1463.737380191693,"5'-nucleotidase, C-terminal domain",,True,True,"COG0737@1|root,COG0737@2|Bacteria,1RPX3@1236|Gammaproteobacteria,1MX03@1224|Proteobacteria,3XQ9E@561|Escherichia",944.0,,"F,V",1.0,1.0
GUT_GENOME194844_02303,751.8887555022009,Part of the ABC transporter complex ZnuABC involved in zinc import. Responsible for energy coupling to the transport system,znuC,True,True,"1MUDW@1224|Proteobacteria,COG1121@2|Bacteria,COG1121@1|root,3XNTN@561|Escherichia,1RPJT@1236|Gammaproteobacteria",,,P,,
GUT_GENOME194844_02917,1042.7757212152158,transporter activity,perM,True,True,"COG0628@1|root,COG0628@2|Bacteria,1RPVP@1236|Gammaproteobacteria,1MW0B@1224|Proteobacteria,3XMGI@561|Escherichia",,,R,,
GUT_GENOME194917_03257,1162.433380810566,"Efflux pump driven by the proton motive force. Confers resistance to a broad spectrum of chemically unrelated drugs. Confers resistance to a diverse group of cationic or zwitterionic lipophilic compounds such as ethidium bromide, tetraphenylphosphonium, rhodamine, daunomycin, benzalkonium, rifampicin, tetracycline, puromycin, and to chemically unrelated, clinically important antibiotics such as chloramphenicol, erythromycin, and certain aminoglycosides and fluoroquinolones. Overexpression results in isopropyl-beta-D-thiogalactopyranoside (IPTG) exclusion and spectinomycin sensitivity. Transport of neutral substrates is electrogenic, whereas transport of cationic substrates is electroneutral. In addition to its role in multidrug resistance, confers extreme alkaline pH resistance, allowing the growth under conditions that are close to those used normally by alkaliphiles. This activity requires Na( ) or K(",cmr,True,True,"1RRF6@1236|Gammaproteobacteria,1MUWH@1224|Proteobacteria,COG2814@2|Bacteria,COG0477@1|root,3XPGY@561|Escherichia",,,"E,G,P,R",,
GUT_GENOME194917_03467,1437.742033383915,ABC transporter,,False,True,"COG1129@1|root,COG1129@2|Bacteria,1RSEP@1236|Gammaproteobacteria,1MU22@1224|Proteobacteria",301.0,,G,0.0,1.0
GUT_GENOME194917_03602,818.4645519660868,Alpha/beta hydrolase family,mhpC,True,True,"COG0596@2|Bacteria,1T1TK@1236|Gammaproteobacteria,COG0596@1|root,1MVTG@1224|Proteobacteria,3XQ5Y@561|Escherichia",2682.0,,"H,R",1.0,0.8571428571428571
GUT_GENOME194965_00412,1071.2025440313112,The glycine cleavage system catalyzes the degradation of glycine,gcvT,True,True,"1RN2A@1236|Gammaproteobacteria,COG0404@1|root,COG0404@2|Bacteria,1MV96@1224|Proteobacteria,3XMM9@561|Escherichia",,,E,,
GUT_GENOME194965_01646,968.3941903427188,Belongs to the ALAD family,hemB,True,True,"COG0113@2|Bacteria,COG0113@1|root,1MWMW@1224|Proteobacteria,1RP6Q@1236|Gammaproteobacteria,3XNM2@561|Escherichia",,,H,,
GUT_GENOME194965_01653,224.29007633587787,This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance,rplY,True,True,"COG1825@2|Bacteria,3XPWN@561|Escherichia,1S46A@1236|Gammaproteobacteria,1RDH0@1224|Proteobacteria,COG1825@1|root",,,J,,
GUT_GENOME194965_03003,401.21730914588056,"Binds to the sigma-S subunit of RNA polymerase, activating expression of sigma-S-regulated genes. Stimulates RNA polymerase holoenzyme formation and may bind to several other sigma factors, such as sigma-70 and sigma-32",crl,True,True,"1S3WH@1236|Gammaproteobacteria,1N4UT@1224|Proteobacteria,292QM@1|root,3XPPE@561|Escherichia,2ZQ8E@2|Bacteria",,,K,,
GUT_GENOME195008_00202,410.4233136701719,Seems to be required for the conversion of a precursor form of the large subunit of hydrogenlyase (HycE) into a mature form,hycH,True,True,"2ZBMB@2|Bacteria,2DBX5@1|root,3XP4F@561|Escherichia,1RHQ7@1224|Proteobacteria,1S6TA@1236|Gammaproteobacteria",,,E,,
GUT_GENOME195008_00762,1083.6924244340455,Ferric enterobactin transport protein FepE,fepE,True,True,"1RR0I@1236|Gammaproteobacteria,COG3765@2|Bacteria,COG3765@1|root,3XMWK@561|Escherichia,1N0EC@1224|Proteobacteria",,,M,,
GUT_GENOME195008_02316,1170.5168470241024,cystathionine beta-lyase,metC,True,True,"COG0626@1|root,COG0626@2|Bacteria,1MU9E@1224|Proteobacteria,3XPCU@561|Escherichia,1RQI0@1236|Gammaproteobacteria",,,E,,
GUT_GENOME195008_03573,1108.0609939759036,membrane,yiaV,True,False,"1RP4N@1236|Gammaproteobacteria,COG1566@1|root,3XP6B@561|Escherichia,COG1566@2|Bacteria,1NAMI@1224|Proteobacteria",2585.0,,V,0.22727272727272727,0.0
GUT_GENOME195090_03388,330.01097972972974,Belongs to the UPF0265 family,yeeX,True,True,"COG2926@1|root,1RH0U@1224|Proteobacteria,1S6XT@1236|Gammaproteobacteria,COG2926@2|Bacteria,3XPNT@561|Escherichia",,,,,
GUT_GENOME195130_00109,1200.4407717215329,ethanolamine utilization protein,eutH,True,True,"1S0MH@1236|Gammaproteobacteria,COG3192@1|root,1NPK6@1224|Proteobacteria,COG3192@2|Bacteria",,,E,,
GUT_GENOME195130_00596,774.9920743884173,Could be part of an electron transfer system required for anaerobic carnitine reduction,fixC,True,True,"COG0644@1|root,1RNY5@1236|Gammaproteobacteria,1MVU6@1224|Proteobacteria,COG0644@2|Bacteria,3XMZ6@561|Escherichia",,,C,,
GUT_GENOME195130_01800,661.9354838709677,"Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4- dihydroxy-2-naphthoyl-CoA (DHNA-CoA)",menB,True,True,"COG0447@2|Bacteria,COG0447@1|root,3XMUF@561|Escherichia,1T1TZ@1236|Gammaproteobacteria,1QTZ2@1224|Proteobacteria",1110.0,,H,1.0,1.0
GUT_GENOME195130_02722,791.3039081716316,hydratase,hpaH,False,True,"1MVVV@1224|Proteobacteria,COG3971@2|Bacteria,COG3971@1|root,1RMZ4@1236|Gammaproteobacteria",2618.0,,Q,0.0,1.0
GUT_GENOME195146_01715,323.8289547233091,Protein of unknown function (DUF3302),yiaW,True,False,"3XPRA@561|Escherichia,32S89@2|Bacteria,2CIMK@1|root,1S9BM@1236|Gammaproteobacteria,1N0NJ@1224|Proteobacteria",2587.0,,,0.3333333333333333,0.0
GUT_GENOME195146_02312,528.0,"Member of the two-component regulatory system BaeS BaeR which responds to envelope stress. Activates expression of periplasmic chaperone spy in response to spheroplast formation, indole and P pili protein PapG overexpression. Activates the mdtABCD and probably the CRISPR-Cas casABCDE-ygbT-ygbF operon",baeR,True,False,"1MVCB@1224|Proteobacteria,1RMD0@1236|Gammaproteobacteria,3XMHX@561|Escherichia,COG0745@1|root,COG0745@2|Bacteria",,,"K,T",,
GUT_GENOME195294_00876,991.7377521613832,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner",valS,False,True,"1MV7B@1224|Proteobacteria,COG0525@1|root,COG0525@2|Bacteria,1RNEB@1236|Gammaproteobacteria,3XMYC@561|Escherichia",2076.0,,J,0.0,1.0
GUT_GENOME195294_01211,418.75,Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits,ksgA,False,True,"3XQCK@561|Escherichia,COG2188@1|root,COG2188@2|Bacteria,1RQ87@1236|Gammaproteobacteria,1R4PN@1224|Proteobacteria",1467.0,,K,0.0,1.0
GUT_GENOME195294_01844,748.8395637647355,Catalyzes the NADPH-dependent reduction of ketopantoate into pantoic acid,panE,True,True,"1P0AW@1224|Proteobacteria,1RR49@1236|Gammaproteobacteria,3XNS5@561|Escherichia,COG1893@1|root,COG1893@2|Bacteria",,,H,,
GUT_GENOME195294_01883,956.6868877166542,Responsible for synthesis of pseudouridine from uracil,rluD,True,True,"1RN7F@1236|Gammaproteobacteria,3XNUW@561|Escherichia,1MUBN@1224|Proteobacteria,COG0564@2|Bacteria,COG0564@1|root",,,J,,
GUT_GENOME195294_01910,1320.072365805169,Multidrug efflux pump that functions probably as a Na( ) drug antiporter,mdtK,True,True,"COG0534@2|Bacteria,COG0534@1|root,1RP5M@1236|Gammaproteobacteria,1MUAM@1224|Proteobacteria,3XMVX@561|Escherichia",,,"P,V",,
GUT_GENOME195328_01668,529.3159908186688,Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions,ppa,True,True,"COG0221@2|Bacteria,COG0221@1|root,1RA2F@1224|Proteobacteria,1RPVD@1236|Gammaproteobacteria,3XM55@561|Escherichia",,,C,,
GUT_GENOME195328_02966,1978.925680834818,Helicase IV catalyzes the unwinding of duplex DNA in the 3' to 5' direction with respect to the bound single strand in a reaction that is dependent upon the hydrolysis of ATP,helD,True,True,"COG0210@2|Bacteria,COG0210@1|root,1MVWI@1224|Proteobacteria,1RN1N@1236|Gammaproteobacteria,3XP55@561|Escherichia",,,L,,
GUT_GENOME195328_03007,793.2771951219512,inner membrane transporter YedA,yedA,True,True,"1MXX1@1224|Proteobacteria,1RPRZ@1236|Gammaproteobacteria,3XMGK@561|Escherichia,COG0697@1|root,COG0697@2|Bacteria",,,"E,G,R",,
GUT_GENOME195328_03702,1214.7011515262293,Protein of unknown function (DUF1479),ybiU,True,True,"1RP98@1236|Gammaproteobacteria,2Z7SR@2|Bacteria,2CK8J@1|root,1QT0R@1224|Proteobacteria,3XPAS@561|Escherichia",2579.0,,,1.0,1.0
GUT_GENOME195380_00253,218.9973951872984,Belongs to the UPF0270 family,yheU,True,True,"COG3089@1|root,1N6TM@1224|Proteobacteria,1SCDE@1236|Gammaproteobacteria,COG3089@2|Bacteria,3XQ0T@561|Escherichia",,,,,
GUT_GENOME195380_00589,1104.2046303211353,"Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate",ispG,True,True,"1MUAX@1224|Proteobacteria,COG0821@2|Bacteria,COG0821@1|root,1RMXZ@1236|Gammaproteobacteria,3XPHC@561|Escherichia",,,I,,
GUT_GENOME195380_00653,439.17418639053255,Prokaryotic N-terminal methylation motif,ppdD,True,True,"COG4969@2|Bacteria,COG4969@1|root,1SCES@1236|Gammaproteobacteria,1N7EQ@1224|Proteobacteria,3XPNR@561|Escherichia",,,"N,U,W",,
GUT_GENOME195380_00792,2020.2869157169848,formate acetyltransferase,tdcE,True,True,"1MWYE@1224|Proteobacteria,1RWKK@1236|Gammaproteobacteria,COG1882@1|root,COG1882@2|Bacteria,3XMIN@561|Escherichia",,,C,,
GUT_GENOME195380_01756,478.5849056603773,"Involved in the degradation of glucose via the Entner- Doudoroff pathway. Catalyzes the reversible, stereospecific retro- aldol cleavage of 2-Keto-3-deoxy-6-phosphogluconate (KDPG) to pyruvate and D-glyceraldehyde-3-phosphate. In the synthetic direction, it catalyzes the addition of pyruvate to electrophilic aldehydes with si-facial selectivity. It accepts some nucleophiles other than pyruvate, including 2-oxobutanoate, phenylpyruvate, and fluorobutanoate. It has a preference for the S-configuration at C2 of the electrophile",eda,True,True,"COG0800@2|Bacteria,COG0800@1|root,1RPDF@1236|Gammaproteobacteria,1MUVJ@1224|Proteobacteria,3XNXS@561|Escherichia",2485.0,,G,1.0,1.0
GUT_GENOME195380_01803,1558.1033663111912,"PTS system, N-acetylglucosamine-specific",nagE,True,True,"COG1264@2|Bacteria,1MY1V@1224|Proteobacteria,COG1264@1|root,COG1263@2|Bacteria,COG1263@1|root,1RMYZ@1236|Gammaproteobacteria,COG2190@1|root,COG2190@2|Bacteria,3XM9K@561|Escherichia",,,G,,
GUT_GENOME195380_01945,1631.150759219089,"A translation factor that gates the progression of the 70S ribosomal initiation complex (IC, containing tRNA(fMet) in the P site) into the translation elongation cycle by using a mechanism sensitive to the ATP ADP ratio. Binds to the 70S ribosome E site where it modulates the state of the translating ribosome during subunit translocation",yjjK,True,True,"COG0488@2|Bacteria,COG0488@1|root,1RPWS@1236|Gammaproteobacteria,1MU37@1224|Proteobacteria,3XN7U@561|Escherichia",,,R,,
GUT_GENOME195471_02717,259.65,Belongs to the DsrB family,dsrB,True,True,"1N7NE@1224|Proteobacteria,32ZW5@2|Bacteria,2E52Z@1|root,3XQ2F@561|Escherichia,1SD23@1236|Gammaproteobacteria",,,,,
GUT_GENOME195474_00205,837.0964399574921,One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex,infB,True,True,"1RN6Q@1236|Gammaproteobacteria,COG0788@1|root,COG0788@2|Bacteria,3XN6P@561|Escherichia,1MVCF@1224|Proteobacteria",,,F,,
GUT_GENOME195474_00245,269.95398891609744,Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome,rpsO,True,True,"1MZ2W@1224|Proteobacteria,1S8U6@1236|Gammaproteobacteria,COG0184@1|root,COG0184@2|Bacteria,3XPVQ@561|Escherichia",,,J,,
GUT_GENOME195474_02057,2315.8056265984656,intermembrane lipid transfer,yebT,True,True,"COG3008@2|Bacteria,1MU1T@1224|Proteobacteria,3XNTJ@561|Escherichia,COG3008@1|root,1RN89@1236|Gammaproteobacteria",,,"M,Q",,
GUT_GENOME195474_02253,1843.1935483870968,PTS-dependent dihydroxyacetone kinase operon regulatory protein,dhaR,True,True,"COG3284@1|root,1RQQD@1236|Gammaproteobacteria,1NRG5@1224|Proteobacteria,COG3284@2|Bacteria,3XPI9@561|Escherichia",,,"K,Q",,
GUT_GENOME195474_02545,991.6181462938088,amino-acid ABC,aapJ,True,True,"1RNJJ@1236|Gammaproteobacteria,COG0834@2|Bacteria,COG0834@1|root,1MV5D@1224|Proteobacteria,3XMWH@561|Escherichia",,,"E,T",,
GUT_GENOME195474_02570,1072.253435312419,Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine,serC,True,True,"COG1932@2|Bacteria,COG1932@1|root,1MUB5@1224|Proteobacteria,1RMKU@1236|Gammaproteobacteria,3XMMR@561|Escherichia",,,"E,H",,
GUT_GENOME195474_02776,1592.3618065165429,phosphoglucomutase activity,pgm,True,True,"COG0033@2|Bacteria,COG0033@1|root,1MU5S@1224|Proteobacteria,1RPDV@1236|Gammaproteobacteria,3XNB7@561|Escherichia",,,G,,
GUT_GENOME195509_00268,219.05668272888664,Seryl-tRNA synthetase N-terminal domain,serS,True,True,"1NGFM@1224|Proteobacteria,1SGAM@1236|Gammaproteobacteria,COG2900@1|root,COG2900@2|Bacteria,3XPZ6@561|Escherichia",,,,,
GUT_GENOME195509_00775,1040.141129032258,zinc ion binding,yphC,True,True,"COG1063@1|root,1S0CK@1236|Gammaproteobacteria,1MV9A@1224|Proteobacteria,COG1063@2|Bacteria,3XPEW@561|Escherichia",,,"E,R",,
GUT_GENOME195509_00821,1097.146970830217,"This protein is a component of the leucine-specific transport system, which is one of the two periplasmic binding protein-dependent transport systems of the high-affinity transport of the branched-chain amino acids in E.coli",livK,True,True,"1MWJ1@1224|Proteobacteria,COG0683@2|Bacteria,COG0683@1|root,1RP5V@1236|Gammaproteobacteria,3XP89@561|Escherichia",,,E,,
